лемма	IDF
прихватить	4.605170
прихватиться	4.605170
приход	3.912023
приходить	2.813411
приходиться	2.407946
причина	2.813411
приятель	3.912023
приятно	2.813411
приятный	1.427116
приём	3.912023
проба	2.302585
проблема	1.832581
пробовать	0.843970
провал	4.605170
прованский	4.605170
проварить	4.605170
проведение	3.912023
проверить	0.116534
провести	0.116534
провиденс	4.605170
проводить	0.040822
проводиться	4.605170
провожать	0.116534
проволока	4.605170
проглотить	3.506558
программа	4.605170
прогреть	4.605170
прогуливаться	3.912023
прогулка	3.506558
продавать	2.302585
продаваться	2.525729
продажа	2.813411
продвинуть	4.605170
проделать	3.912023
продиктовать	4.605170
продолжать	2.525729
продолжаться	4.605170
продолжение	4.605170
продукт	0.072571
продуктовый	4.605170
проект	0.051293
проживание	4.605170
прожилка	3.912023
прожить	2.995732
прозрачный	3.506558
произведение	4.605170
произвести	1.966113
производитель	4.605170
производиться	4.605170
производство	4.605170
произвольный	4.605170
произойти	3.912023
происходить	4.605170
происхождение	3.506558
пройти	3.912023
прок	4.605170
пролежать	4.605170
пролистать	3.506558
промариноваться	4.605170
промолчать	4.605170
промышленный	4.605170
проносить	4.605170
пропадать	3.912023
пропекаться	4.605170
пропечься	3.912023
прописаться	3.912023
пропитать	2.659260
пропитываться	2.995732
прополка	4.605170
пропорция	1.609438
пропускаться	3.506558
пропустить	3.912023
просеять	3.912023
просить	0.776529
проситься	4.605170
прославиться	4.605170
прослойка	3.912023
просмотр	0.274437
просмотреть	1.714798
проснуться	4.605170
проставквасить	4.605170
простаквасить	4.605170
простакваш	4.605170
простенький	4.605170
простецкий	4.605170
простить	2.995732
просто	0.083382
простоватый	4.605170
простой	0.301105
простокваша	0.040822
простор	1.660731
простота	1.714798
простоять	3.912023
пространство	4.605170
просчитать	2.659260
просьба	2.120264
против	3.218876
противень	4.605170
противный	4.605170
противоположный	4.605170
протяжение	4.605170
профессионал	4.605170
профессиональный	4.605170
профиль	0.040822
профитроль	3.912023
прохладно	4.605170
прохладный	4.605170
проходить	3.506558
процветание	3.912023
процедить	4.605170
процедура	3.912023
процесс	2.525729
процессия	4.605170
прочее	3.912023
прочесть	2.302585
прочий	3.506558
прочитать	1.832581
прочить	3.506558
прошедшее	4.605170
прошедший	4.605170
прошлое	2.302585
прошлый	3.218876
прошутто	4.605170
прощать	4.605170
прощаться	4.605170
прощение	3.506558
прощёный	4.605170
проэкспериментировать	4.605170
прям	3.912023
прямо	0.040822
прямой	3.912023
прямоугольник	4.605170
прямоугольный	4.605170
пряник	0.040822
пряничный	0.116534
пряность	2.995732
пряный	2.525729
псевдоним	4.605170
псиллиум	4.605170
птица	0.116534
птичий	1.771957
птичка	3.912023
публикация	3.912023
публиковать	2.995732
публиковаться	2.302585
публицист	4.605170
пудинг	0.040822
пудра	1.771957
пузырчатый	4.605170
пузырёк	4.605170
пулиш	4.605170
пунш	0.040822
пури	4.605170
пускай	4.605170
пускать	4.605170
пустой	3.506558
путешествие	0.116534
путешествовать	3.912023
путь	0.116534
путём	3.506558
пух	3.218876
пуч	4.605170
пшеница	3.912023
пшеничка	4.605170
пшеничный	0.287682
пшено	3.506558
пшённый	3.506558
пытаться	2.525729
пышка	0.040822
пышный	2.120264
пьер	3.912023
пюре	0.040822
пятеро	4.605170
пятилетие	4.605170
пятка	3.506558
пятнадцать	3.218876
пятница	3.506558
пятничный	4.605170
пятно	4.605170
пятый	4.605170
пять	1.771957
пятьдесят	3.912023
пёстрый	4.605170
работа	1.237874
работать	1.832581
рабочий	3.912023
равно	2.120264
равнодушный	2.407946
равносильно	4.605170
равный	4.605170
рагу	0.116534
рада	2.995732
радовать	2.813411
радость	3.506558
раз	0.356675
разбавить	4.605170
разбирать	4.605170
разбухать	2.659260
развал	4.605170
разваливаться	4.605170
развалиться	4.605170
развернуть	0.116534
развести	3.912023
развозить	4.605170
развязать	4.605170
разговаривать	4.605170
разгулять	4.605170
раздавать	4.605170
раздавить	4.605170
раздел	2.813411
разделить	2.995732
разделиться	4.605170
разделочный	4.605170
раздельный	0.116534
разделять	4.605170
разлетаться	4.605170
различный	1.714798
разложить	4.605170
разлука	3.506558
размер	2.995732
размеренный	4.605170
разместить	1.714798
размешивать	4.605170
размещать	2.302585
размещение	3.912023
разминаться	4.605170
размокнуть	4.605170
размораживание	4.605170
размораживать	4.605170
размягчаться	4.605170
размять	4.605170
разница	3.912023
разновидность	3.506558
разнообразие	2.525729
разнообразить	2.995732
разнообразный	3.218876
разноситься	4.605170
разносторонний	4.605170
разноцветный	4.605170
разный	0.094311
разобрать	3.912023
разогрев	3.912023
разогревать	4.605170
разогреваться	4.605170
разогреть	2.407946
разом	2.407946
разочарование	4.605170
разочаровать	2.995732
разочек	4.605170
разработать	4.605170
разрез	3.912023
разрезать	3.506558
разрешать	4.605170
разрешаться	4.605170
разрыхлитель	1.237874
разрыхлять	4.605170
разряд	2.407946
разузнать	2.525729
разумеется	3.218876
разъяснение	4.605170
ракушка	4.605170
рамзь	4.605170
рамка	1.832581
ранее	2.407946
ранний	1.514128
рано	4.605170
ранч	3.912023
раскалить	3.912023
раскатка	4.605170
раскатываться	2.659260
раскачаться	4.605170
раскачиваться	4.605170
раскраска	2.120264
раскрывать	3.912023
раскрыть	2.813411
расплавить	3.506558
расположить	2.659260
распределить	4.605170
распространение	4.605170
распространить	4.605170
распространяться	3.506558
распуститься	4.605170
распухать	4.605170
распушивать	4.605170
рассказ	2.995732
рассказать	1.897120
рассказывать	2.120264
расслаиваться	3.912023
расслоиться	3.912023
рассматривать	2.659260
рассол	3.218876
рассольник	0.040822
рассольный	4.605170
расставаться	4.605170
расстегай	4.605170
расстойка	2.525729
рассчитать	2.302585
рассылка	0.061875
рассыпчатый	3.218876
растащить	4.605170
раствор	4.605170
растворимый	4.605170
растение	3.506558
растеряться	4.605170
расти	3.218876
растительный	0.223144
растопить	4.605170
расточительно	4.605170
расфасовываться	3.506558
расхваливать	4.605170
расходиться	4.605170
расхотеться	3.506558
расчитываться	4.605170
расширить	3.912023
рататуй	4.605170
рафат	4.605170
рафаэлло	4.605170
рацион	4.605170
рвать	4.605170
рваться	3.218876
реакция	4.605170
реализация	4.605170
реальность	4.605170
реальный	4.605170
ребро	3.912023
ребята	4.605170
ребёнок	0.094311
ребёночек	2.659260
ревень	4.605170
ревизия	4.605170
революционный	3.218876
реген	4.605170
регион	3.912023
регистрация	0.000000
регистрироваться	2.302585
регулярный	3.912023
ред	4.605170
редактор	2.407946
редакция	4.605170
реджайна	4.605170
редис	2.995732
редиска	4.605170
редкий	3.218876
редко	3.218876
редмонд	4.605170
редька	4.605170
реж	4.605170
режим	3.506558
резать	2.659260
резаться	4.605170
резиновый	4.605170
результат	0.820981
рейтинг	0.235722
река	4.605170
реклама	2.813411
рекомендация	4.605170
рекомендовать	1.021651
рекомендоваться	4.605170
рекорд	3.506558
релиш	3.912023
репчатый	0.430783
республика	4.605170
ресторан	1.386294
ресторанный	3.218876
ресторанчик	2.995732
рецепт	0.040822
рецептик	1.609438
рецептура	3.218876
рецептыш	4.605170
речка	4.605170
речь	3.506558
решать	4.605170
решаться	3.506558
решение	2.813411
решить	0.693147
решиться	2.407946
ржаной	3.218876
рибай	3.506558
ривьер	4.605170
ридж	4.605170
ризотто	4.605170
рийет	4.605170
римский	4.605170
рис	0.040822
риск	2.302585
рискнуть	2.813411
рисковать	4.605170
рисовать	4.605170
рисовый	2.525729
рисунок	4.605170
ритм	0.116534
ритмично	4.605170
ритуал	3.912023
риф	4.605170
ричардсон	4.605170
ричмонд	4.605170
ровно	3.506558
рогалик	0.040822
рогерс	4.605170
род	1.832581
родина	4.605170
родитель	1.966113
родиться	2.995732
родный	0.116534
родственица	4.605170
родственник	2.659260
родственница	4.605170
родственный	4.605170
рождение	0.105361
рождественский	2.659260
рождество	0.116534
рожков	3.912023
роза	2.995732
розан	4.605170
розмарин	1.609438
розовый	3.218876
розочка	3.912023
розыгрыш	4.605170
рок	2.813411
рокфорд	3.506558
ролл	0.040822
роллтон	0.116534
ролльной	4.605170
роль	3.506558
ром	0.040822
романтический	2.995732
ромни	4.605170
ромовый	4.605170
роселла	3.912023
роскомнадзор	4.605170
роскошь	4.605170
росланда	4.605170
российский	3.506558
россия	2.525729
ростбиф	4.605170
рот	1.427116
роттердам	3.506558
рочелла	4.605170
рочестер	4.605170
рояль	4.605170
ру	2.659260
рубальский	4.605170
рубить	3.506558
рубленый	3.506558
рубрика	3.218876
рубрикатор	0.051293
ругать	3.912023
ругаться	3.218876
ругувачка	2.659260
рудькова	2.995732
руж	3.506558
рука	1.514128
рукав	2.813411
руководство	4.605170
рукол	3.912023
рулет	0.040822
рулетик	2.302585
рулетиковый	4.605170
рулетка	3.912023
рулька	4.605170
руляд	4.605170
румынский	0.116534
румяный	0.116534
рунет	0.020203
руслан	4.605170
русски	3.218876
русский	0.105361
русый	4.605170
рутина	4.605170
руфина	4.605170
ручаться	3.912023
ручка	2.407946
ручной	4.605170
рф	4.605170
рыба	0.040822
рыбак	4.605170
рыбацкий	4.605170
рыбка	2.207275
рыбный	0.105361
рыболовный	2.995732
рыжий	4.605170
рыжик	3.218876
рынок	3.912023
рыхлый	4.605170
рюмочка	4.605170
ряд	3.506558
рядом	2.995732
ряженка	0.116534
рёбрышко	3.506558
саванна	4.605170
савоярди	4.605170
сагеня	4.605170
сад	3.912023
садиться	4.605170
сажаться	4.605170
саймон	4.605170
сайт	0.000000
сак	4.605170
сакраменто	4.605170
салазки	4.605170
салат	0.040822
салатик	2.302585
салатник	2.995732
салатный	0.116534
салинас	3.912023
сало	2.659260
салтисон	4.605170
сальтисон	4.605170
салями	4.605170
самобранка	4.605170
самогон	0.040822
самодостаточность	4.605170
самодостаточный	3.218876
самолёт	2.525729
самостоятельно	3.506558
самостоятельный	2.040221
самса	3.912023
самсоя	4.605170
самый	0.105361
сан	3.218876
сангарь	2.659260
сандалия	4.605170
сани	4.605170
санки	4.605170
санкт	3.912023
санфорд	4.605170
сарапатный	4.605170
саратов	4.605170
сарган	4.605170
сарделька	4.605170
сарний	4.605170
саррей	4.605170
сауна	3.506558
саф	0.116534
сафсема	0.116534
сахалин	3.912023
сахалинский	4.605170
сахар	0.105361
сахара	2.659260
сахарный	1.771957
сацебель	4.605170
сацивить	4.605170
сбалансировать	4.605170
сбегаться	4.605170
сбитень	0.040822
сбор	4.605170
сборная	4.605170
сборник	4.605170
сборный	4.605170
сбрызнуть	4.605170
св	4.605170
свадебный	2.659260
свадьба	3.218876
сванский	4.605170
сварить	2.407946
свежевыжать	4.605170
свежевыловить	4.605170
свежеиспечённый	4.605170
свеженький	4.605170
свежесварить	3.506558
свежесть	0.105361
свежеть	3.506558
свежий	1.427116
свеколка	4.605170
свекольник	0.040822
свекольный	2.995732
свекровушка	4.605170
свекровь	2.813411
свердловский	4.605170
сверху	2.995732
свершиться	3.912023
свет	0.116534
света	0.116534
светик	4.605170
светинька	3.912023
светлана	2.659260
светланка	3.506558
светланочка	3.218876
светлый	3.912023
светофор	4.605170
светский	4.605170
свинин	0.116534
свинина	0.040822
свиной	2.525729
свобода	4.605170
свободный	3.912023
сводить	2.302585
своенравный	4.605170
свойственный	4.605170
свойство	2.813411
сворачивание	4.605170
связанный	3.912023
связь	3.912023
святой	3.912023
свёкла	0.040822
сгустить	1.966113
сгущёнка	0.040822
сдаваться	4.605170
сделать	0.733969
сдержать	3.506558
сдобный	3.218876
сеанс	4.605170
сегодня	0.843970
сегодняшний	3.912023
седьмой	4.605170
сезон	0.116534
сезонный	4.605170
сей	2.659260
сейль	4.605170
сейчас	0.030459
секрет	0.116534
секретарь	4.605170
секретик	3.912023
секретный	2.407946
секунда	2.995732
селезневый	3.218876
селена	4.605170
селение	4.605170
сель	3.218876
сельдерей	2.040221
сельдь	2.040221
сельск	4.605170
сельский	3.912023
селянка	4.605170
селёдка	0.040822
селёдочка	3.912023
селёдочный	4.605170
семейный	0.116534
семейство	2.995732
семечко	2.995732
семолина	3.912023
семь	4.605170
семья	0.116534
семя	3.218876
сента	4.605170
сентябрь	0.673345
сервис	4.605170
сердечко	4.605170
сердце	1.771957
сердцевина	4.605170
серебристый	4.605170
середина	3.912023
серединка	4.605170
серия	2.407946
серошляпный	4.605170
серый	4.605170
серьёзный	4.605170
сестра	2.659260
сетевой	3.912023
сеть	2.302585
сжигаться	4.605170
сибирский	4.605170
сибирь	4.605170
сигара	2.525729
сидеть	2.813411
сидней	4.605170
сидр	0.040822
сие	4.605170
сила	2.813411
силиконовый	4.605170
сильно	3.218876
сильный	2.659260
символизировать	4.605170
символизм	3.912023
симпатично	4.605170
симпатичный	4.605170
симфония	3.506558
сингапур	3.912023
сингапурск	3.912023
сингапурский	4.605170
синий	4.605170
синнабон	3.912023
сиреневый	4.605170
сирийский	0.116534
сиркиса	3.506558
сироп	0.040822
сирый	4.605170
система	0.040822
сити	0.127833
сито	4.605170
сифонос	4.605170
сицилина	3.912023
сказать	0.400478
сказка	0.116534
сказочный	4.605170
скамейка	3.218876
скарлетто	3.912023
скатать	4.605170
скворцовый	4.605170
скептически	3.912023
скинуть	4.605170
складываться	3.506558
сковорода	1.386294
сковородка	1.660731
сколько	1.771957
сконцентрировать	4.605170
скорее	2.525729
скоро	2.813411
скоростной	3.506558
скорость	3.912023
скорый	4.605170
скот	3.506558
скрантон	4.605170
скрасить	4.605170
скрашивать	3.912023
скрести	3.218876
скрипка	4.605170
скрипкина	4.605170
скромно	4.605170
скромность	4.605170
скумбрия	2.813411
скучать	3.912023
слабоалкогольный	4.605170
слабонервный	4.605170
слабый	3.912023
слава	3.912023
славиться	4.605170
славянский	4.605170
сладенький	3.506558
сладкий	0.040822
сладко	0.116534
сладковатость	4.605170
сладковатый	2.995732
сладкое	2.040221
сладкоежка	4.605170
сладость	3.912023
слайс	4.605170
слегка	2.525729
следить	2.120264
следовать	3.912023
следующий	1.386294
слив	4.605170
слива	2.302585
сливать	4.605170
сливка	1.049822
сливовый	2.302585
сливочный	0.105361
слить	4.605170
слишком	2.120264
словарь	4.605170
слово	1.021651
слоечка	4.605170
сложить	4.605170
сложиться	3.218876
сложно	2.525729
сложносочинённый	4.605170
сложность	3.912023
сложный	2.207275
слой	3.218876
слойка	0.040822
слойчатый	4.605170
слоу	4.605170
слоёный	0.116534
служить	3.506558
случай	1.171183
случайно	2.407946
случайный	3.912023
случаться	2.525729
случиться	3.506558
слышать	3.506558
слякотно	4.605170
смазать	2.995732
смазывание	4.605170
смазывать	3.912023
смак	4.605170
смачивать	4.605170
смачиваться	4.605170
смело	2.120264
смелость	4.605170
смертный	4.605170
смесь	1.469676
сметана	0.105361
сметанка	2.995732
сметанный	2.813411
смех	3.912023
смешанный	0.116534
смешать	2.407946
смешно	3.506558
смеяться	3.912023
смородина	3.912023
смородиновый	3.506558
смотреть	1.386294
смотреться	2.659260
смочь	0.040822
смуглянка	4.605170
смузи	0.040822
смущать	2.995732
смысл	2.525729
смягчить	4.605170
снаружи	2.525729
сначала	2.120264
снег	3.912023
снежк	3.912023
снежный	3.506558
снежок	3.912023
сникерс	3.912023
снимать	3.912023
снова	2.407946
снэк	0.116534
снятие	3.506558
снять	2.813411
собака	2.302585
собеседник	3.506558
собирать	2.659260
собираться	0.040822
соблазн	4.605170
соблюдать	2.120264
соблюдение	4.605170
собрать	3.912023
собраться	3.912023
собственно	2.120264
собственный	1.966113
событие	2.813411
совершенно	1.171183
совершенство	0.116534
совершить	3.506558
совесть	2.813411
совет	0.040822
советовать	1.139434
советский	2.813411
совместить	2.995732
совмещать	4.605170
современный	3.218876
совсем	1.139434
согласие	4.605170
согласиться	2.813411
согласно	2.302585
согласный	2.813411
соглашаться	0.040822
согревать	4.605170
согреть	4.605170
сода	0.941609
содержание	4.605170
содержать	3.218876
соевый	0.798508
соединить	4.605170
сожаление	2.525729
создавать	0.105361
создание	0.261365
создать	3.218876
созревание	4.605170
созреть	2.407946
сойти	3.912023
сойтись	4.605170
сок	0.040822
сократить	4.605170
сокровенный	4.605170
солдат	4.605170
соление	0.116534
солить	2.659260
солнечный	0.116534
солнце	3.912023
солнышко	4.605170
соло	3.912023
соломка	3.506558
солончак	4.605170
соль	0.127833
солянка	0.040822
соляночка	4.605170
солёность	4.605170
солёный	0.116534
сомневаться	2.525729
сомнение	3.218876
сон	4.605170
сообразить	4.605170
сообщение	4.605170
сообщество	3.912023
сообщить	2.995732
соответствие	3.912023
соответствовать	2.120264
соответствующий	4.605170
соотечественник	4.605170
соотношение	4.605170
соперничать	4.605170
сопротивление	4.605170
сорбета	4.605170
сорт	3.912023
сортировать	0.248461
сосед	3.912023
соседка	3.912023
соседний	4.605170
соседство	4.605170
сосиска	2.207275
соскучиться	3.506558
сосредоточить	3.912023
состав	1.347074
составить	0.116534
составлять	2.525729
состояние	3.912023
состоять	2.525729
сосуд	4.605170
соте	4.605170
сотейник	4.605170
сотрудница	4.605170
сотый	3.506558
соус	0.040822
сохранение	4.605170
сохранить	3.218876
сохранять	0.040822
сохраняться	4.605170
соцветие	4.605170
социальный	3.218876
соцопрос	3.218876
соцсеть	0.040822
сочень	4.605170
сочетание	0.105361
сочетать	2.525729
сочетаться	2.302585
сочитаться	4.605170
сочно	2.120264
сочность	3.506558
сочный	0.116534
союз	3.506558
соя	3.912023
спагетти	3.218876
спальня	0.415515
спаржа	3.506558
спасение	4.605170
спасибка	4.605170
спасибо	0.673345
спасти	3.912023
спеть	0.116534
специализироваться	3.912023
специалист	4.605170
специально	2.813411
специальный	0.094311
специфический	3.912023
специя	0.094311
спецпроект	0.116534
спешить	1.897120
спиралька	3.912023
спиртной	4.605170
список	0.116534
спихивать	4.605170
сплошной	4.605170
сплюснутый	4.605170
сподвигнуть	4.605170
спокан	4.605170
спокойно	4.605170
спокойный	2.995732
спонтанно	4.605170
спор	3.912023
спорить	3.506558
спороть	4.605170
спортивный	3.912023
способ	0.891598
справедливость	4.605170
справиться	2.813411
спрашивать	2.995732
спрингс	3.912023
спрингфилд	4.605170
спрос	3.506558
спросить	2.525729
спьединить	4.605170
сравнение	3.506558
сравнить	4.605170
сравниться	3.506558
сразу	0.733969
среда	3.218876
средиземноморский	0.127833
среднеазиатский	4.605170
средневековый	3.912023
среднее	2.407946
среднерусски	4.605170
средний	2.813411
срез	4.605170
срок	4.605170
срочно	3.218876
ссср	3.218876
сссровский	3.506558
ссылка	4.605170
ст	2.659260
стабилизатор	4.605170
стабилизация	4.605170
ставить	3.912023
ставридка	4.605170
стаж	3.912023
стайла	4.605170
стак	4.605170
стакан	3.218876
стаканчик	4.605170
становиться	2.407946
станция	3.912023
стараться	2.659260
старинный	2.995732
старое	3.912023
старпом	4.605170
старт	4.605170
стартовать	4.605170
старший	3.506558
старый	0.261365
статуя	4.605170
стать	1.049822
статья	0.061875
стейк	2.813411
стекать	4.605170
стеклокерамика	4.605170
степень	4.605170
степной	2.407946
степь	2.207275
стерильный	3.506558
стечь	4.605170
стиль	0.116534
сто	3.912023
стоднёвка	4.605170
стоить	1.714798
стоктон	3.506558
стол	0.105361
столик	4.605170
столичный	4.605170
столовая	3.506558
столовский	4.605170
столовый	3.506558
столь	3.506558
столько	2.040221
стопроцентный	4.605170
стопятидесятый	4.605170
сторона	1.966113
сторонник	4.605170
стоун	4.605170
стоять	2.207275
страна	1.832581
страница	2.525729
страничка	3.912023
странно	2.659260
страсть	3.912023
стратфорд	4.605170
страх	4.605170
страшилка	3.912023
страшный	4.605170
стрелка	4.605170
стремиться	4.605170
строгий	3.912023
строго	2.407946
строительство	0.040822
строить	0.040822
стройный	0.116534
стружка	2.813411
струйка	2.995732
структура	2.813411
стручковый	3.218876
стручок	4.605170
стряпать	4.605170
студент	4.605170
ступка	4.605170
стучать	4.605170
стушить	4.605170
стыд	3.912023
стыдно	2.120264
су	4.605170
субботний	4.605170
субпродукт	0.116534
суд	2.525729
судак	4.605170
судить	2.659260
судный	2.995732
судьба	4.605170
сужаться	4.605170
сумасшедший	2.207275
сумах	3.218876
суметь	4.605170
сунель	2.207275
суп	0.040822
супер	2.302585
супербабушка	1.237874
супермаркет	3.218876
супруг	2.813411
супчик	2.302585
сурик	3.912023
суринять	4.605170
сутки	1.771957
суточный	4.605170
суть	4.605170
суфле	0.040822
суффикс	4.605170
сухарик	2.525729
сухарь	0.040822
суховато	3.506558
суховатый	3.912023
сухой	1.427116
сухомятина	4.605170
сухофрукты	3.218876
сушиманка	4.605170
сушить	0.040822
сушёный	3.506558
существовать	2.525729
сфера	4.605170
сфоткать	3.912023
сфотографировать	4.605170
сходить	4.605170
схожий	4.605170
счастие	2.120264
счастливый	3.506558
считать	1.347074
считаться	3.506558
счёт	3.912023
сша	2.813411
съедать	2.813411
съедаться	2.525729
съедобный	2.813411
съесть	1.469676
съесться	3.912023
сыворотка	3.506558
сын	2.120264
сынуль	3.912023
сыр	0.040822
сырник	0.040822
сырный	0.040822
сыровялить	4.605170
сыроедкий	4.605170
сыроежка	3.506558
сырой	2.659260
сырок	3.218876
сыскать	4.605170
сытно	1.771957
сытность	4.605170
сытный	0.105361
сычуаньский	4.605170
сычужный	0.127833
сэкономить	3.506558
сэндвич	0.127833
сюда	2.995732
сюрприз	0.116534
сяк	4.605170
сёмга	0.040822
табак	3.912023
табаско	3.912023
табашникнуть	4.605170
таджикский	0.116534
таец	3.506558
таиланд	3.506558
таить	4.605170
таймс	2.407946
тайна	2.995732
тайский	0.116534
таки	1.237874
таковой	3.506558
таком	1.897120
талантливый	4.605170
талия	4.605170
таллахасся	4.605170
талс	4.605170
тами	3.506558
танго	4.605170
танец	4.605170
таня	3.912023
тапак	4.605170
тапея	3.506558
тапка	3.506558
тарасун	4.605170
тарелка	1.469676
тарелочка	3.218876
тарковать	4.605170
тарт	0.116534
тарталетка	0.040822
татарский	0.116534
тато	3.912023
татра	3.912023
татушить	4.605170
татьяна	3.912023
тая	4.605170
таять	1.514128
твой	0.116534
творение	4.605170
творить	0.116534
творог	0.040822
творожник	3.218876
творожный	0.094311
творожок	2.995732
творческий	4.605170
творчество	4.605170
тврожный	4.605170
твёрдо	3.912023
твёрдый	0.544727
тег	2.407946
текст	3.912023
текстура	3.218876
текущий	4.605170
телевизионный	4.605170
телевизор	3.218876
телеграм	0.040822
телефон	3.912023
тело	3.912023
телодвижение	3.912023
телятина	0.116534
тем	0.967584
тема	2.659260
темарь	4.605170
темп	4.605170
температура	2.995732
температурный	3.912023
темпур	4.605170
теперь	0.916291
тепло	0.116534
тепловой	4.605170
термин	3.912023
термический	4.605170
термос	3.506558
терпение	2.302585
терпеть	4.605170
терпкий	4.605170
терпкость	4.605170
терраса	0.776529
террина	0.040822
терриновый	3.506558
территория	4.605170
терять	4.605170
тест	0.105361
тесто	0.040822
тета	4.605170
тетрадка	4.605170
тетрадочка	3.912023
тетрацциня	4.605170
теф	4.605170
тефтели	3.912023
тефтеллин	4.605170
тефф	4.605170
техника	0.105361
технический	4.605170
технология	2.207275
техподдержка	4.605170
течение	2.995732
ти	3.912023
тиани	4.605170
тигр	4.605170
тиллмокнуть	4.605170
тимбали	4.605170
тимьян	2.659260
тип	2.813411
типичный	4.605170
тирамис	4.605170
тис	4.605170
тиффаня	4.605170
тихий	4.605170
тихоокеанский	4.605170
тишь	4.605170
ткемали	4.605170
тм	0.127833
тмин	2.407946
товарищ	4.605170
тога	4.605170
тогдашний	2.407946
токай	4.605170
толедо	4.605170
толк	3.912023
толкушка	4.605170
толстой	3.912023
том	1.139434
томат	1.714798
томатный	1.139434
томила	4.605170
томить	3.912023
томогавк	4.605170
тонгб	4.605170
тоненький	2.659260
тонкий	1.309333
тонко	2.407946
тонкость	2.659260
тонюсенький	4.605170
топка	3.912023
топлёный	0.116534
топорик	4.605170
торговать	4.605170
торговец	3.506558
торжественно	4.605170
торжественный	3.912023
торжество	3.218876
торнтон	4.605170
торопиться	3.506558
торрингтон	4.605170
торт	0.040822
тортик	1.897120
тортовый	2.659260
тосканский	4.605170
тост	3.506558
тостер	4.605170
тотов	4.605170
точить	4.605170
точка	3.218876
точнее	3.218876
тошка	4.605170
трава	0.094311
травка	4.605170
травянистый	4.605170
традиционно	2.995732
традиционность	4.605170
традиционный	1.427116
традиция	0.116534
транспортировка	4.605170
тратить	2.995732
требование	2.407946
требовать	2.120264
требоваться	2.302585
трепетно	4.605170
треск	3.506558
трескаться	4.605170
тресковый	4.605170
третий	3.912023
треть	3.912023
треугольный	3.912023
три	1.272966
тривиальный	4.605170
тридцать	4.605170
трижды	2.302585
тримолин	4.605170
триста	4.605170
трое	4.605170
тройка	3.506558
тропический	3.912023
тростниковый	3.912023
трофейный	4.605170
труа	4.605170
трубочка	0.040822
труд	2.302585
трудно	2.040221
трудность	3.218876
трудный	4.605170
трудовой	4.605170
трудоёмкий	2.995732
трюфель	3.912023
трюфельный	3.912023
трёхлетие	0.116534
ттшка	2.995732
туго	4.605170
тульский	4.605170
тунец	0.105361
тунисский	0.116534
туношный	4.605170
турецк	4.605170
турецкий	0.116534
тусон	4.605170
тутовый	4.605170
тушение	3.912023
тушить	3.912023
тушиться	4.605170
тушка	3.912023
тушёнка	2.995732
тушёный	2.659260
тщательно	3.912023
тщетный	4.605170
тыква	0.040822
тыквенный	2.813411
тысяча	3.218876
тэг	2.407946
тюльпан	4.605170
тягучий	4.605170
тяжело	2.995732
тяжёлый	3.912023
тянуться	3.912023
тяп	3.912023
тёмный	2.040221
тёпленький	4.605170
тёплый	2.302585
тёрка	4.605170
тёртый	2.995732
тётя	3.218876
тёща	3.912023
тёщин	0.040822
убавить	4.605170
убедить	4.605170
убедиться	1.966113
убеждённый	3.912023
уберечь	4.605170
убирать	3.912023
убить	4.605170
убрать	3.218876
убывание	4.605170
уважать	3.506558
уваривание	4.605170
уваривать	4.605170
уведомление	0.040822
увеличивать	4.605170
увеличить	2.995732
уверенный	2.995732
уверить	1.272966
уверять	2.813411
увидеть	1.203973
увлекательный	4.605170
увлечение	4.605170
увлечься	4.605170
увольнение	4.605170
увы	4.605170
угадать	3.506558
углевод	2.407946
уговорить	4.605170
угодить	4.605170
угодный	2.995732
угол	4.605170
уголок	4.605170
уголочек	4.605170
угорь	4.605170
угостить	1.660731
угощать	2.813411
угощаться	0.994252
угощение	3.912023
угрюмов	4.605170
удаваться	4.605170
удаление	3.218876
удалить	1.660731
удалиться	4.605170
удар	4.605170
удаться	3.218876
удача	3.218876
удачно	3.218876
удачный	0.116534
уделить	4.605170
удивительно	3.218876
удивительный	3.218876
удивить	0.116534
удивиться	3.218876
удивлять	0.116534
удивляться	4.605170
удивлённый	4.605170
удобно	2.659260
удобный	2.525729
удобство	3.912023
удовлетворить	3.218876
удовлетворять	2.525729
удовольствие	0.116534
уж	0.693147
ужас	3.218876
ужасно	4.605170
ужин	0.094311
ужинать	3.506558
узбекский	0.116534
узкий	2.995732
узнавать	3.218876
узнать	2.120264
уилмингтон	4.605170
уинстон	4.605170
уичита	4.605170
уичито	3.912023
уйти	2.120264
указанный	3.912023
указать	2.525729
указывать	3.912023
укорениться	4.605170
украдкой	4.605170
украина	2.813411
украински	4.605170
украинский	0.116534
украсить	1.514128
украшать	4.605170
украшение	0.116534
укрепление	4.605170
укроп	0.562119
укропный	4.605170
уксус	0.562119
уксусный	3.912023
улетать	3.506558
улететь	4.605170
улитка	3.912023
улитыч	3.912023
улица	3.218876
уличный	4.605170
уловка	4.605170
улучшение	4.605170
улыбаться	3.912023
улыбка	3.506558
ультрасовременный	4.605170
улётный	3.912023
ум	2.813411
умелый	4.605170
умение	4.605170
уменьшение	4.605170
уменьшительный	4.605170
уменьшить	3.912023
умереть	4.605170
уместный	4.605170
уметь	2.659260
умиротворение	4.605170
умный	4.605170
умопомрачительный	1.966113
умысел	4.605170
умять	3.218876
универсальность	3.912023
универсальный	2.995732
